Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Price,State
ORD00066,2023-03-22,C028,P001,1,483.22,RN
ORD00067,2024-07-15,C032,P011,1,170.08,AM
ORD00068,2024-01-23,C044,P006,3,498.73,PE
ORD00069,2023-01-02,C016,P016,4,157.28,MA
ORD00070,2024-01-25,C010,P012,4,231.17,SE
ORD00071,2024-07-19,C023,P015,3,356.06,PR
ORD00072,2023-04-16,C048,P018,2,85.94,PB
ORD00073,2024-04-21,C050,P010,2,140.52,AL
ORD00074,2024-12-03,C015,P012,1,366.78,PA
ORD00075,2024-02-06,C043,P020,3,487.45,TO
ORD00076,2024-12-30,C050,P019,3,369.07,RR
ORD00077,2024-07-09,C006,P005,1,432.53,PE
ORD00078,2023-06-11,C033,P018,4,28.37,RS
ORD00079,2023-07-21,C039,P019,4,292.74,SP
ORD00080,2023-09-27,C012,P012,3,457.91,ES
ORD00081,2023-09-28,C036,P001,2,344.37,ES
ORD00082,2024-03-31,C031,P002,3,341.47,PA
ORD00083,2024-04-06,C010,P003,3,109.49,BA
ORD00084,2024-12-27,C034,P012,2,431.96,RN
ORD00085,2023-09-09,C041,P014,3,433.87,MA
ORD00086,2024-12-02,C010,P007,4,310.86,PI
ORD00087,2023-10-23,C011,P004,4,219.04,AC
ORD00088,2024-12-25,C014,P012,2,413.89,AL
ORD00089,2024-12-20,C003,P008,4,237.85,DF
ORD00090,2023-12-04,C033,P001,2,413.08,CE
ORD00091,2023-02-22,C007,P005,2,247.61,DF
ORD00092,2023-08-05,C004,P001,3,294.1,PB
ORD00093,2023-07-07,C039,P015,2,376.53,MA
ORD00094,2024-01-15,C048,P013,4,139.85,PA
ORD00095,2024-05-07,C010,P013,4,130.95,AP
ORD00096,2023-02-10,C015,P004,1,337.24,RS
ORD00097,2023-06-06,C016,P015,4,477.42,AP
ORD00098,2023-01-15,C038,P012,3,228.56,GO
ORD00099,2023-03-06,C004,P008,2,450.12,ES
ORD00100,2024-06-04,C004,P016,4,263.91,DF
ORD00101,2023-12-10,C036,P012,1,487.23,RO
ORD00102,2023-05-09,C027,P006,1,398.1,PA
ORD00103,2024-10-09,C022,P015,2,431.18,AM
ORD00104,2024-04-16,C022,P007,4,343.01,RN
ORD00105,2023-03-04,C017,P005,4,435.56,PI
ORD00106,2023-05-19,C045,P015,1,300.47,TO
ORD00107,2024-05-13,C034,P012,4,288.0,PB
ORD00108,2024-08-15,C032,P011,4,438.12,CE
ORD00109,2024-01-27,C006,P004,2,17.38,CE
ORD00110,2024-11-05,C033,P013,4,244.6,SE
ORD00111,2024-02-23,C008,P018,4,436.34,AL
ORD00112,2023-10-16,C050,P008,1,106.11,RR
ORD00113,2024-01-14,C036,P007,3,479.42,SE
ORD00114,2024-05-04,C005,P016,4,372.89,PB
ORD00115,2023-08-19,C005,P003,2,383.59,RN
ORD00116,2023-02-10,C047,P016,1,336.08,CE
ORD00117,2023-01-28,C010,P016,1,229.26,MT
ORD00118,2023-05-15,C040,P007,2,235.87,PR
ORD00119,2023-07-20,C007,P013,3,421.16,PR
ORD00120,2023-02-02,C012,P013,4,78.18,MS
ORD00121,2023-02-17,C030,P019,4,265.81,CE
ORD00122,2024-05-17,C025,P018,2,161.87,DF
ORD00123,2024-02-11,C028,P007,1,492.32,MS
ORD00124,2024-07-27,C043,P020,2,11.81,RJ
ORD00125,2024-12-28,C013,P018,3,41.2,BA
ORD00126,2023-04-09,C047,P018,1,484.02,RS
ORD00127,2024-11-14,C049,P004,3,276.46,AM
ORD00128,2024-12-26,C022,P009,3,77.88,SE
ORD00129,2024-06-30,C018,P016,1,229.83,SE
ORD00130,2024-09-04,C027,P004,3,168.1,PA
ORD00131,2024-04-06,C008,P008,1,456.49,MA
ORD00132,2024-10-04,C006,P003,3,346.91,TO
ORD00133,2023-01-05,C011,P009,3,73.95,DF
ORD00134,2023-08-06,C029,P008,1,272.86,BA
ORD00135,2024-05-17,C041,P012,3,75.89,AP
ORD00136,2024-02-02,C005,P014,3,335.96,RN
ORD00137,2024-01-28,C007,P010,4,366.34,AL
ORD00138,2023-07-26,C022,P017,3,285.46,AP
ORD00139,2023-01-15,C047,P011,2,483.32,BA
ORD00140,2024-07-07,C004,P010,3,472.72,PB
ORD00141,2024-04-05,C032,P013,2,110.9,AC
ORD00142,2024-11-21,C019,P002,1,10.16,PR
ORD00143,2024-07-28,C045,P001,1,334.75,RN
ORD00144,2023-08-29,C033,P001,4,243.06,RS
ORD00145,2024-07-17,C001,P016,1,173.98,PB
ORD00146,2023-04-06,C046,P010,2,459.28,RS
ORD00147,2025-01-03,C041,P010,1,489.47,SC
ORD00148,2024-04-29,C044,P007,1,465.98,AP
ORD00149,2024-02-11,C050,P007,3,255.1,GO
ORD00150,2023-08-19,C041,P001,2,354.64,AM
ORD00151,2024-10-16,C008,P013,2,94.07,TO
ORD00152,2023-06-20,C032,P005,2,475.92,MG
ORD00153,2024-06-24,C030,P003,1,149.0,MA
ORD00154,2023-02-05,C046,P013,2,104.44,PA
ORD00155,2024-06-08,C028,P012,1,39.48,PB
ORD00156,2023-06-09,C041,P018,1,279.68,MG
ORD00157,2024-11-29,C032,P005,4,474.75,RS
ORD00158,2023-08-31,C025,P005,4,76.44,AL
ORD00159,2023-03-27,C034,P002,1,69.21,PI
ORD00160,2024-07-31,C033,P006,1,143.57,MT
ORD00161,2024-11-12,C013,P007,3,336.04,GO
ORD00162,2024-07-10,C025,P001,4,278.43,GO
ORD00163,2024-07-27,C042,P003,2,57.14,PB
ORD00164,2024-10-07,C040,P020,4,226.73,MG
ORD00165,2023-01-28,C039,P002,4,42.8,PI
ORD00166,2024-09-11,C044,P010,4,427.43,AC
ORD00167,2024-07-09,C049,P011,2,62.48,PE
ORD00168,2023-12-06,C044,P013,1,240.94,MS
ORD00169,2023-11-27,C048,P016,4,260.13,SP
ORD00170,2024-10-01,C010,P020,4,269.76,RS
ORD00171,2024-05-20,C031,P011,1,308.49,RJ
ORD00172,2023-12-14,C044,P018,1,353.78,AC
ORD00173,2024-04-17,C011,P011,3,12.14,AM
ORD00174,2023-08-19,C025,P001,4,25.15,TO
ORD00175,2023-07-09,C046,P018,1,309.66,RJ
ORD00176,2023-08-13,C045,P020,2,99.25,RS
ORD00177,2024-01-20,C034,P005,2,417.6,SE
ORD00178,2024-01-12,C020,P002,3,317.48,SC
ORD00179,2023-10-10,C007,P018,4,490.4,DF
ORD00180,2024-09-24,C033,P007,1,366.72,MT
ORD00181,2024-09-19,C035,P011,2,54.45,RS
ORD00182,2023-09-16,C029,P011,3,93.78,SE
ORD00183,2023-12-25,C012,P013,4,32.81,PR
ORD00184,2024-12-10,C005,P004,2,373.18,PA
ORD00185,2024-03-31,C012,P001,3,72.14,RJ
ORD00186,2024-02-15,C029,P018,1,335.25,BA
ORD00187,2024-10-10,C035,P012,2,282.14,MS
ORD00188,2023-11-14,C020,P010,4,320.32,MG
ORD00189,2024-11-07,C037,P008,2,259.25,TO
ORD00190,2023-08-13,C001,P003,1,16.38,MT
ORD00191,2023-08-22,C016,P007,1,134.08,AC
ORD00192,2024-11-14,C030,P020,3,443.64,AP
ORD00193,2024-10-25,C009,P011,1,465.34,PI
ORD00194,2024-01-09,C042,P007,4,57.63,AC
ORD00195,2024-11-02,C010,P007,4,476.79,BA
ORD00196,2024-08-30,C013,P009,2,338.56,AC
ORD00197,2024-04-16,C048,P003,2,462.05,AL
ORD00198,2023-08-21,C020,P011,1,206.57,AC
ORD00199,2024-11-22,C029,P017,1,59.86,SE
ORD00200,2023-04-23,C004,P008,1,158.2,SC
ORD00201,2024-05-11,C046,P020,1,347.94,ES
ORD00202,2024-03-17,C049,P002,2,399.66,MG
ORD00203,2024-07-17,C028,P020,4,34.56,AC
ORD00204,2023-09-25,C037,P001,3,248.61,DF
ORD00205,2024-05-24,C013,P016,2,41.54,AP
ORD00206,2024-01-21,C003,P004,2,433.17,RJ
ORD00207,2024-01-22,C037,P009,4,243.41,AL
ORD00208,2023-04-23,C048,P008,3,458.26,AL
ORD00209,2024-09-04,C019,P001,4,48.5,SE
ORD00210,2024-09-16,C028,P008,1,171.93,CE
ORD00211,2023-03-22,C019,P005,3,341.5,RS
ORD00212,2024-11-29,C017,P001,2,153.86,RO
ORD00213,2023-04-23,C018,P007,1,422.36,SE
ORD00214,2023-01-02,C018,P015,1,493.55,AP
ORD00215,2024-10-03,C023,P007,1,147.8,RR
ORD00216,2023-08-08,C040,P001,1,186.93,TO
ORD00217,2024-07-19,C050,P009,1,484.0,MA
ORD00218,2025-01-05,C009,P001,1,185.45,AM
ORD00219,2023-08-13,C029,P012,3,282.43,AL
ORD00220,2024-01-20,C042,P007,1,386.93,DF
ORD00221,2024-02-07,C029,P009,3,224.79,RN
ORD00222,2024-09-29,C002,P005,3,192.58,AC
ORD00223,2023-05-10,C017,P012,4,252.84,GO
ORD00224,2023-02-22,C045,P002,4,391.96,TO
ORD00225,2024-11-14,C031,P018,3,162.96,AC
ORD00226,2024-12-30,C028,P009,1,181.9,AC
ORD00227,2024-11-02,C043,P001,4,102.68,RR
ORD00228,2024-12-10,C048,P010,1,353.79,DF
ORD00229,2024-02-20,C039,P014,1,450.73,GO
ORD00230,2023-09-04,C030,P014,4,101.01,RS
ORD00231,2024-03-14,C035,P007,4,26.95,PR
ORD00232,2023-07-22,C048,P012,4,196.82,PI
ORD00233,2023-07-03,C020,P006,1,210.98,SC
ORD00234,2023-05-03,C016,P013,2,326.47,RJ
ORD00235,2024-02-05,C034,P008,2,51.94,PA
ORD00236,2023-10-21,C014,P002,4,412.53,PA
ORD00237,2023-10-07,C026,P010,1,291.25,BA
ORD00238,2024-09-01,C020,P006,2,277.53,CE
ORD00239,2023-07-17,C042,P016,4,165.02,RJ
ORD00240,2024-05-25,C024,P010,1,188.98,CE
ORD00241,2023-05-24,C043,P015,1,37.16,BA
ORD00242,2024-08-31,C018,P020,1,379.34,MT
ORD00243,2023-07-20,C043,P010,1,306.32,DF
ORD00244,2023-05-04,C009,P011,1,488.45,MA
ORD00245,2023-07-06,C019,P002,1,183.25,PI
ORD00246,2023-11-22,C020,P010,1,336.46,ES
ORD00247,2024-04-08,C042,P012,4,460.58,RO
ORD00248,2023-12-15,C030,P011,4,358.72,AC
ORD00249,2024-10-21,C026,P015,3,29.75,PB
ORD00250,2024-02-07,C031,P004,4,319.8,TO
ORD00251,2023-12-12,C035,P005,4,277.24,MT
ORD00252,2024-05-25,C003,P001,3,254.66,PI
ORD00253,2023-05-27,C040,P001,4,280.99,AP
ORD00254,2023-05-28,C029,P010,2,235.68,RJ
ORD00255,2024-12-11,C006,P004,2,349.0,MG
ORD00256,2024-05-03,C001,P013,4,17.31,SE
ORD00257,2024-10-01,C024,P014,4,102.39,RJ
ORD00258,2024-07-04,C038,P019,4,189.04,MT
ORD00259,2023-12-04,C034,P005,4,231.81,BA
ORD00260,2024-10-02,C007,P011,3,73.94,SP
ORD00261,2024-04-17,C011,P008,3,411.87,RO
ORD00262,2023-05-31,C011,P001,4,465.4,MG
ORD00263,2024-02-19,C036,P005,4,378.1,SP
ORD00264,2023-10-25,C020,P018,3,465.12,AP
ORD00265,2024-09-02,C016,P013,2,374.18,SP
ORD00266,2023-09-20,C005,P005,1,226.12,RN
ORD00267,2023-05-24,C024,P007,4,202.64,RR
ORD00268,2023-12-12,C030,P012,2,91.54,PE
ORD00269,2024-09-15,C030,P002,1,52.36,SE
ORD00270,2024-07-25,C039,P013,1,117.61,AP
ORD00271,2023-01-02,C048,P014,2,270.75,AM
ORD00272,2023-10-31,C047,P006,4,76.12,SC
ORD00273,2023-09-11,C037,P016,1,476.07,AC
ORD00274,2024-10-13,C033,P010,4,117.07,DF
ORD00275,2024-03-28,C020,P011,4,418.48,RN
ORD00276,2023-02-06,C022,P001,2,411.22,PA
ORD00277,2023-06-09,C041,P015,3,79.19,MT
ORD00278,2023-01-09,C021,P016,4,358.26,RJ
ORD00279,2023-08-21,C037,P010,3,413.82,MG
ORD00280,2023-04-09,C027,P010,2,443.3,ES
ORD00281,2024-10-20,C038,P003,2,477.45,BA
ORD00282,2023-07-27,C035,P011,2,465.75,RO
ORD00283,2023-05-11,C038,P011,2,162.46,PI
ORD00284,2024-02-08,C040,P016,1,141.15,PA
ORD00285,2023-06-01,C006,P006,3,204.79,PE
ORD00286,2023-02-23,C032,P009,2,237.85,MS
ORD00287,2023-04-30,C016,P001,2,124.6,RR
ORD00288,2024-11-03,C028,P006,4,52.18,ES
ORD00289,2024-09-19,C016,P018,3,331.73,AP
ORD00290,2024-08-09,C027,P013,2,95.38,CE
ORD00291,2024-09-16,C003,P002,3,458.3,MS
ORD00292,2024-02-24,C049,P019,3,150.97,PE
ORD00293,2024-02-26,C021,P002,2,106.87,AM
ORD00294,2023-04-14,C038,P004,1,105.14,AL
ORD00295,2023-09-11,C038,P004,2,151.84,AC
ORD00296,2023-08-15,C030,P010,1,309.96,RJ
ORD00297,2023-04-22,C022,P017,2,489.38,TO
ORD00298,2024-05-24,C019,P016,1,248.27,PI
ORD00299,2024-04-17,C031,P008,4,303.84,RS
ORD00300,2023-04-09,C020,P006,3,422.87,SP
ORD00301,2023-06-02,C047,P002,3,173.68,SC
ORD00302,2023-12-04,C019,P015,2,98.14,AL
ORD00303,2024-12-06,C002,P011,2,222.48,DF
ORD00304,2023-06-12,C040,P016,1,166.16,MT
ORD00305,2024-12-20,C039,P004,1,434.4,MS
ORD00306,2024-11-11,C027,P011,1,489.19,RJ
ORD00307,2023-06-10,C008,P014,1,347.28,CE
ORD00308,2024-08-02,C045,P008,1,330.34,GO
ORD00309,2024-02-02,C027,P006,2,359.97,PR
ORD00310,2023-10-04,C015,P019,3,239.16,RJ
ORD00311,2024-05-18,C012,P004,1,318.11,SE
ORD00312,2024-01-27,C047,P004,3,44.92,SE
ORD00313,2023-05-15,C014,P006,3,251.79,PB
ORD00314,2023-07-14,C007,P011,2,172.86,AL
ORD00315,2024-02-05,C017,P001,4,36.06,PA
ORD00316,2024-10-01,C026,P002,1,276.94,PI
ORD00317,2023-02-02,C037,P009,1,186.53,BA
ORD00318,2024-11-18,C020,P016,1,299.4,CE
ORD00319,2024-04-04,C010,P006,1,261.46,RN
ORD00320,2024-04-14,C019,P009,2,145.35,CE
ORD00321,2024-01-10,C018,P019,4,274.59,RN
ORD00322,2023-01-22,C030,P005,2,195.6,MS
ORD00323,2024-10-31,C030,P010,1,461.35,BA
ORD00324,2023-02-07,C025,P007,1,194.06,DF
ORD00325,2023-08-18,C024,P002,3,29.67,RO
ORD00326,2023-12-31,C010,P020,3,384.15,AL
ORD00327,2024-07-16,C002,P004,4,482.2,GO
ORD00328,2024-03-13,C038,P008,1,93.0,SE
ORD00329,2023-10-10,C032,P003,1,486.66,BA
ORD00330,2023-01-27,C035,P002,4,312.42,GO
ORD00331,2023-08-14,C037,P009,3,425.22,RS
ORD00332,2023-10-04,C007,P011,3,241.72,RJ
ORD00333,2024-08-31,C007,P004,1,315.04,DF
ORD00334,2023-10-11,C027,P009,3,422.12,MS
ORD00335,2024-04-25,C010,P006,4,491.57,ES
ORD00336,2024-03-28,C033,P001,2,100.55,MS
ORD00337,2024-10-20,C043,P003,3,450.39,BA
ORD00338,2024-05-30,C007,P007,4,336.96,PR
ORD00339,2024-06-30,C006,P009,1,473.96,GO
ORD00340,2023-07-11,C006,P008,2,165.87,AP
ORD00341,2023-02-18,C013,P013,4,128.87,ES
ORD00342,2024-05-26,C048,P018,2,189.11,MT
ORD00343,2023-01-17,C013,P019,3,443.4,PI
ORD00344,2023-06-21,C002,P009,1,235.22,MA
ORD00345,2023-08-08,C019,P020,3,476.22,AC
ORD00346,2023-06-07,C019,P006,3,128.75,PB
ORD00347,2024-04-21,C050,P012,4,118.07,RR
ORD00348,2023-02-15,C038,P004,4,342.42,MA
ORD00349,2024-01-08,C002,P009,3,152.92,MS
ORD00350,2024-06-01,C026,P010,4,73.29,RS
ORD00351,2023-04-09,C006,P003,4,194.21,RR
ORD00352,2023-02-06,C020,P017,2,140.42,RJ
ORD00353,2023-10-07,C023,P007,3,212.36,AP
ORD00354,2023-12-15,C015,P008,3,101.39,AC
ORD00355,2024-05-11,C006,P011,4,478.92,AP
ORD00356,2023-10-29,C028,P013,3,402.81,AC
ORD00357,2023-06-30,C035,P003,3,422.04,AM
ORD00358,2024-08-29,C011,P019,4,155.92,SE
ORD00359,2023-04-09,C008,P014,1,429.81,RS
ORD00360,2024-11-30,C050,P016,4,299.48,MA
ORD00361,2023-04-26,C049,P015,1,37.8,PB
ORD00362,2023-07-10,C024,P002,1,85.1,GO
ORD00363,2023-09-10,C021,P006,2,228.52,PA
ORD00364,2023-06-10,C049,P007,1,202.95,PE
ORD00365,2023-09-13,C036,P009,3,399.69,SC
ORD00366,2023-11-19,C007,P009,4,438.1,RN
ORD00367,2023-05-08,C005,P017,3,433.82,RN
ORD00368,2023-01-18,C029,P003,1,193.89,AC
ORD00369,2025-01-04,C016,P004,4,321.53,MS
ORD00370,2024-07-19,C006,P002,4,253.57,SC
ORD00371,2024-07-23,C014,P001,4,445.57,RS
ORD00372,2023-11-19,C002,P010,4,445.6,RJ
ORD00373,2024-11-16,C025,P003,2,36.4,BA
ORD00374,2024-09-17,C031,P010,2,290.35,RR
ORD00375,2023-10-15,C050,P009,2,256.7,PR
ORD00376,2024-10-24,C050,P017,4,387.49,GO
ORD00377,2024-09-30,C013,P015,3,105.95,PA
ORD00378,2023-06-04,C018,P003,1,350.55,TO
ORD00379,2024-05-04,C017,P003,2,371.92,GO
ORD00380,2024-01-21,C045,P004,3,23.11,PA
ORD00381,2023-04-14,C028,P004,2,221.32,PA
ORD00382,2024-01-28,C012,P017,2,489.68,DF
ORD00383,2023-09-03,C035,P006,1,157.3,GO
ORD00384,2023-06-25,C022,P011,4,443.42,MS
ORD00385,2023-02-08,C039,P012,3,297.58,GO
ORD00386,2024-04-21,C001,P007,2,155.31,PA
ORD00387,2024-11-12,C037,P013,4,419.63,RJ
ORD00388,2024-06-21,C021,P006,3,495.42,RS
ORD00389,2024-02-12,C001,P003,2,373.58,AL
ORD00390,2024-06-08,C004,P014,4,40.03,MA
ORD00391,2024-05-20,C032,P014,1,35.68,PB
ORD00392,2023-02-05,C001,P010,2,250.86,PR
ORD00393,2024-11-15,C013,P005,4,12.97,PB
ORD00394,2023-01-20,C046,P002,1,341.21,BA
ORD00395,2023-11-17,C047,P006,4,17.99,RR
ORD00396,2024-05-26,C017,P011,2,486.8,BA
ORD00397,2024-02-04,C012,P018,1,441.51,SC
ORD00398,2024-10-15,C007,P011,2,409.54,SE
ORD00399,2024-04-15,C003,P015,4,408.08,AL
ORD00400,2023-05-23,C050,P003,4,418.84,RO
ORD00401,2023-04-02,C026,P002,2,222.79,MA
ORD00402,2023-12-20,C031,P007,2,398.01,RO
ORD00403,2024-12-27,C036,P005,3,189.9,AM
ORD00404,2023-02-20,C026,P013,3,425.71,AC
ORD00405,2024-10-26,C003,P008,2,312.8,RO
ORD00406,2024-11-28,C044,P009,4,185.59,SP
ORD00407,2024-07-28,C028,P008,4,375.28,MS
ORD00408,2023-07-09,C044,P010,4,128.98,AC
ORD00409,2023-05-05,C017,P002,3,482.69,RO
ORD00410,2023-05-30,C038,P010,4,335.73,RN
ORD00411,2023-11-10,C047,P011,3,206.59,GO
ORD00412,2024-07-23,C030,P011,4,279.86,GO
ORD00413,2023-12-08,C002,P005,2,371.41,PR
ORD00414,2023-11-01,C008,P014,4,400.69,RR
ORD00415,2024-11-22,C014,P003,2,487.73,AC
ORD00416,2024-11-12,C037,P020,2,112.39,RJ
ORD00417,2023-02-23,C035,P002,4,257.17,AC
ORD00418,2024-03-19,C042,P018,3,54.81,BA
ORD00419,2024-09-04,C039,P001,3,50.31,RR
ORD00420,2023-09-21,C011,P001,3,61.12,RS
ORD00421,2023-02-22,C015,P017,4,137.16,RJ
ORD00422,2024-07-25,C002,P006,2,351.2,RS
ORD00423,2024-09-11,C037,P013,3,431.96,GO
ORD00424,2023-01-05,C043,P001,3,223.64,RJ
ORD00425,2023-04-13,C032,P006,1,282.05,PA
ORD00426,2023-07-15,C040,P008,4,111.12,SE
ORD00427,2023-12-16,C013,P013,4,397.63,RO
ORD00428,2023-02-16,C043,P002,4,445.29,PI
ORD00429,2024-10-17,C017,P008,1,247.94,AM
ORD00430,2023-09-26,C015,P001,2,88.83,RR
ORD00431,2024-01-05,C033,P013,2,12.5,SP
ORD00432,2024-09-27,C016,P001,3,272.84,AM
ORD00433,2023-04-16,C013,P010,1,253.84,PR
ORD00434,2024-10-31,C022,P005,1,463.65,SE
ORD00435,2024-10-20,C023,P020,2,27.88,MG
ORD00436,2024-10-18,C036,P013,3,82.99,AP
ORD00437,2023-04-30,C043,P005,4,106.87,RR
ORD00438,2024-08-26,C050,P010,4,278.09,PI
ORD00439,2023-02-27,C050,P003,4,149.52,AM
ORD00440,2023-12-12,C010,P002,2,110.78,BA
ORD00441,2024-04-18,C017,P002,4,262.06,RJ
ORD00442,2023-04-27,C030,P005,3,29.92,PA
ORD00443,2023-05-07,C013,P004,1,487.87,RS
ORD00444,2024-01-28,C030,P002,3,431.9,PI
ORD00445,2024-10-02,C046,P009,1,143.26,SC
ORD00446,2023-02-27,C030,P009,4,174.72,PR
ORD00447,2024-09-25,C007,P009,1,130.49,BA
ORD00448,2024-05-27,C010,P004,4,464.92,ES
ORD00449,2023-04-06,C035,P008,1,330.07,RJ
ORD00450,2024-09-29,C002,P018,2,265.38,PI
ORD00451,2023-04-28,C030,P009,2,259.21,SP
ORD00452,2024-07-13,C019,P003,2,91.3,BA
ORD00453,2024-08-23,C039,P006,3,481.7,PA
ORD00454,2024-05-02,C037,P019,2,458.15,SC
ORD00455,2023-08-25,C003,P005,1,476.69,MA
ORD00456,2023-09-29,C025,P017,4,152.56,BA
ORD00457,2023-07-08,C034,P019,2,243.56,MG
ORD00458,2024-12-04,C022,P003,4,264.27,RO
ORD00459,2024-03-22,C038,P008,1,249.94,MS
ORD00460,2024-08-03,C014,P009,2,19.4,PI
ORD00461,2023-09-04,C039,P008,3,418.24,MT
ORD00462,2023-03-17,C002,P014,3,375.81,AC
ORD00463,2023-06-03,C032,P010,1,242.65,AL
ORD00464,2024-10-17,C043,P017,2,141.03,AL
ORD00465,2024-03-10,C003,P003,2,321.14,MG
ORD00466,2023-03-27,C041,P003,1,77.76,GO
ORD00467,2024-11-27,C008,P003,3,498.67,RR
ORD00468,2023-10-12,C026,P004,2,71.42,PR
ORD00469,2023-08-08,C032,P017,2,38.64,RS
ORD00470,2023-03-10,C011,P014,2,310.08,PR
ORD00471,2023-02-16,C050,P002,4,237.07,GO
ORD00472,2023-04-04,C001,P012,4,362.31,SC
ORD00473,2024-03-28,C015,P005,3,72.7,SE
ORD00474,2023-07-23,C004,P002,2,188.24,DF
ORD00475,2023-08-06,C004,P012,3,255.51,RS
ORD00476,2024-04-18,C028,P009,4,229.03,ES
ORD00477,2024-03-07,C010,P009,4,295.69,MA
ORD00478,2023-12-07,C011,P020,2,59.86,RS
ORD00479,2024-07-04,C050,P001,3,256.83,MG
ORD00480,2024-09-03,C023,P007,1,281.84,MT
ORD00481,2023-10-16,C047,P018,3,441.7,RS
ORD00482,2023-09-11,C003,P010,1,289.83,PA
ORD00483,2025-01-03,C039,P015,2,278.17,BA
ORD00484,2023-12-23,C039,P009,4,407.92,PI
ORD00485,2023-01-23,C017,P011,2,41.85,PR
ORD00486,2024-06-05,C022,P001,4,327.5,SP
ORD00487,2023-04-10,C027,P011,2,407.78,SE
ORD00488,2023-06-29,C016,P001,1,56.35,CE
ORD00489,2023-08-11,C016,P005,2,407.67,MS
ORD00490,2024-10-20,C040,P018,3,395.71,MG
ORD00491,2024-03-17,C003,P001,3,10.46,AL
ORD00492,2024-08-30,C047,P010,1,130.62,PE
ORD00493,2023-11-21,C033,P013,3,84.12,RN
ORD00494,2024-05-30,C042,P008,1,260.56,RN
ORD00495,2023-01-16,C002,P013,1,457.86,RS
ORD00496,2023-12-02,C039,P020,4,305.33,AM
