Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Price,State
ORD00104,2024-04-16,C004,P018,1,229.92,MG
ORD00105,2023-03-04,C004,P013,4,37.78,PI
ORD00106,2023-05-19,C036,P017,4,440.66,PE
ORD00107,2024-05-13,C027,P001,1,286.53,SC
ORD00108,2024-08-15,C022,P005,1,107.18,PR
ORD00109,2024-01-27,C022,P020,2,165.55,MT
ORD00110,2024-11-05,C017,P013,2,288.99,DF
ORD00111,2024-02-23,C045,P006,4,193.35,AL
ORD00112,2023-10-16,C034,P010,3,124.36,RJ
ORD00113,2024-01-14,C032,P009,3,244.86,PB
ORD00114,2024-05-04,C006,P006,2,100.67,AC
ORD00115,2023-08-19,C033,P001,2,130.24,TO
ORD00116,2023-02-10,C008,P018,4,415.1,RO
ORD00117,2023-01-28,C050,P007,1,121.99,RN
ORD00118,2023-05-15,C036,P010,1,350.73,SC
ORD00119,2023-07-20,C005,P012,1,132.73,RJ
ORD00120,2023-02-02,C005,P015,3,114.08,PE
ORD00121,2023-02-17,C047,P017,3,133.07,SE
ORD00122,2024-05-17,C010,P003,3,239.47,AC
ORD00123,2024-02-11,C040,P015,3,81.68,CE
ORD00124,2024-07-27,C007,P001,1,62.24,DF
ORD00125,2024-12-28,C012,P011,4,380.8,PA
ORD00126,2023-04-09,C030,P006,4,21.42,SC
ORD00127,2024-11-14,C025,P016,3,198.89,AC
ORD00128,2024-12-26,C028,P012,3,204.06,PB
ORD00129,2024-06-30,C043,P015,1,447.59,PR
ORD00130,2024-09-04,C013,P018,1,389.5,BA
ORD00131,2024-04-06,C047,P010,4,260.23,BA
ORD00132,2024-10-04,C049,P012,2,245.11,RO
ORD00133,2023-01-05,C022,P020,4,287.14,SP
ORD00134,2023-08-06,C018,P019,4,185.34,RJ
ORD00135,2024-05-17,C027,P005,4,353.38,MT
ORD00136,2024-02-02,C008,P018,1,346.17,AC
ORD00137,2024-01-28,C006,P019,3,291.58,PB
ORD00138,2023-07-26,C011,P012,1,38.27,RJ
ORD00139,2023-01-15,C029,P001,3,72.15,ES
ORD00140,2024-07-07,C041,P002,2,29.25,MA
ORD00141,2024-04-05,C005,P003,2,362.07,PB
ORD00142,2024-11-21,C007,P012,2,244.02,TO
ORD00143,2024-07-28,C022,P014,3,477.94,RJ
ORD00144,2023-08-29,C047,P007,4,476.64,RR
ORD00145,2024-07-17,C004,P004,3,401.1,GO
ORD00146,2023-04-06,C032,P012,2,227.09,ES
ORD00147,2025-01-03,C019,P008,4,165.01,TO
ORD00148,2024-04-29,C045,P001,2,108.48,TO
ORD00149,2024-02-11,C033,P005,3,123.92,BA
ORD00150,2023-08-19,C001,P001,4,495.26,MG
ORD00151,2024-10-16,C046,P015,3,269.87,MT
ORD00152,2023-06-20,C041,P013,3,16.0,MT
ORD00153,2024-06-24,C044,P013,3,31.7,SC
ORD00154,2023-02-05,C050,P004,4,234.8,PA
ORD00155,2024-06-08,C041,P015,2,227.31,AC
ORD00156,2023-06-09,C008,P012,2,208.72,PI
ORD00157,2024-11-29,C032,P008,4,413.57,MG
ORD00158,2023-08-31,C030,P016,1,354.55,RJ
ORD00159,2023-03-27,C046,P012,4,62.63,AM
ORD00160,2024-07-31,C028,P006,1,187.71,AC
ORD00161,2024-11-12,C041,P015,3,302.37,SC
ORD00162,2024-07-10,C032,P007,2,197.42,PR
ORD00163,2024-07-27,C025,P005,3,112.07,AM
ORD00164,2024-10-07,C034,P015,1,317.75,DF
ORD00165,2023-01-28,C033,P012,4,305.1,MA
ORD00166,2024-09-11,C013,P011,3,487.56,AL
ORD00167,2024-07-09,C025,P004,4,284.92,CE
ORD00168,2023-12-06,C042,P013,4,438.41,GO
ORD00169,2023-11-27,C040,P018,1,475.11,DF
ORD00170,2024-10-01,C039,P008,4,223.04,DF
ORD00171,2024-05-20,C044,P007,1,35.92,RJ
ORD00172,2023-12-14,C049,P016,4,80.31,DF
ORD00173,2024-04-17,C044,P003,4,256.95,PR
ORD00174,2023-08-19,C048,P016,4,447.55,SP
ORD00175,2023-07-09,C010,P016,2,330.52,RR
ORD00176,2023-08-13,C031,P007,4,108.73,PI
ORD00177,2024-01-20,C044,P013,3,353.51,DF
ORD00178,2024-01-12,C011,P013,2,448.17,SE
ORD00179,2023-10-10,C025,P019,1,24.81,SP
ORD00180,2024-09-24,C046,P018,4,128.98,PR
ORD00181,2024-09-19,C045,P007,1,85.06,RR
ORD00182,2023-09-16,C034,P020,3,394.21,PE
ORD00183,2023-12-25,C020,P018,3,446.82,RR
ORD00184,2024-12-10,C007,P018,3,281.73,AC
ORD00185,2024-03-31,C033,P004,3,425.62,MS
ORD00186,2024-02-15,C035,P009,4,331.9,AL
ORD00187,2024-10-10,C029,P016,1,331.78,GO
ORD00188,2023-11-14,C012,P004,1,294.06,RJ
ORD00189,2024-11-07,C005,P008,1,34.51,SC
ORD00190,2023-08-13,C012,P003,2,469.12,AC
ORD00191,2023-08-22,C029,P009,2,184.33,SP
ORD00192,2024-11-14,C035,P008,4,403.26,MS
ORD00193,2024-10-25,C020,P012,2,406.89,PA
ORD00194,2024-01-09,C037,P014,3,483.22,MG
ORD00195,2024-11-02,C001,P010,4,170.08,MA
ORD00196,2024-08-30,C016,P017,4,498.73,RO
ORD00197,2024-04-16,C030,P011,4,157.28,AC
ORD00198,2023-08-21,C009,P010,1,231.17,RR
ORD00199,2024-11-22,C042,P013,2,356.06,RS
ORD00200,2023-04-23,C010,P002,3,85.94,RS
ORD00201,2024-05-11,C013,P001,4,140.52,GO
ORD00202,2024-03-17,C048,P001,3,366.78,PB
ORD00203,2024-07-17,C020,P016,4,487.45,PR
ORD00204,2023-09-25,C029,P010,3,369.07,RO
ORD00205,2024-05-24,C004,P010,1,432.53,SP
ORD00206,2024-01-21,C046,P007,3,28.37,MS
ORD00207,2024-01-22,C049,P007,2,292.74,PI
ORD00208,2023-04-23,C028,P001,3,457.91,AM
ORD00209,2024-09-04,C037,P013,4,344.37,PB
ORD00210,2024-09-16,C013,P005,4,341.47,PR
ORD00211,2023-03-22,C003,P003,1,109.49,MG
ORD00212,2024-11-29,C037,P013,1,431.96,RO
ORD00213,2023-04-23,C048,P012,4,433.87,RJ
ORD00214,2023-01-02,C019,P018,4,310.86,SE
ORD00215,2024-10-03,C028,P005,3,219.04,MS
ORD00216,2023-08-08,C019,P005,4,413.89,MA
ORD00217,2024-07-19,C017,P002,1,237.85,AP
ORD00218,2023-08-13,C018,P006,1,413.08,MG
ORD00219,2024-01-20,C018,P007,2,247.61,MS
ORD00220,2024-02-07,C023,P001,2,294.1,MA
ORD00221,2024-09-29,C040,P003,4,376.53,SE
ORD00222,2023-05-10,C050,P020,3,139.85,PB
ORD00223,2023-02-22,C009,P002,4,130.95,PE
ORD00224,2024-11-14,C029,P010,1,337.24,BA
ORD00225,2024-12-30,C042,P011,1,477.42,RO
ORD00226,2024-11-02,C029,P013,1,228.56,AM
ORD00227,2024-12-10,C002,P016,4,450.12,MG
ORD00228,2024-02-20,C017,P020,4,263.91,PA
ORD00229,2023-09-04,C045,P011,2,487.23,PR
ORD00230,2024-03-14,C031,P018,1,398.1,SP
ORD00231,2023-07-22,C028,P011,2,431.18,RO
ORD00232,2023-07-03,C043,P001,1,343.01,AP
ORD00233,2023-05-03,C048,P018,2,435.56,DF
ORD00234,2024-02-05,C039,P020,4,300.47,RS
ORD00235,2023-10-21,C030,P005,3,288.0,PR
ORD00236,2023-10-07,C035,P002,3,438.12,SP
ORD00237,2024-09-01,C048,P018,1,17.38,TO
ORD00238,2023-07-17,C020,P007,4,244.6,BA
ORD00239,2024-05-25,C016,P011,1,436.34,MT
ORD00240,2023-05-24,C034,P011,2,106.11,DF
ORD00241,2024-08-31,C014,P013,4,479.42,RO
ORD00242,2023-07-20,C026,P004,2,372.89,MS
ORD00243,2023-05-04,C020,P001,2,383.59,MA
ORD00244,2023-07-06,C042,P018,1,336.08,PA
ORD00245,2023-11-22,C024,P012,2,229.26,RJ
ORD00246,2024-04-08,C043,P010,1,235.87,MA
ORD00247,2023-12-15,C018,P008,2,421.16,PR
ORD00248,2024-10-21,C043,P003,1,78.18,RR
ORD00249,2024-02-07,C009,P007,2,265.81,AM
ORD00250,2023-12-12,C019,P020,2,161.87,CE
ORD00251,2024-05-25,C020,P011,2,492.32,CE
ORD00252,2023-05-27,C042,P007,1,11.81,RJ
ORD00253,2023-05-28,C030,P007,4,41.2,PI
ORD00254,2024-12-11,C026,P009,3,484.02,AP
ORD00255,2024-05-03,C031,P003,3,276.46,ES
ORD00256,2024-10-01,C035,P011,1,77.88,PE
ORD00257,2024-07-04,C003,P017,1,229.83,TO
ORD00258,2023-12-04,C040,P008,3,168.1,AP
ORD00259,2024-10-02,C029,P020,4,456.49,CE
ORD00260,2024-04-17,C006,P002,4,346.91,MG
ORD00261,2023-05-31,C001,P020,3,73.95,RR
ORD00262,2024-02-19,C024,P001,2,272.86,SE
ORD00263,2023-10-25,C038,P016,2,75.89,RN
ORD00264,2024-09-02,C034,P004,1,335.96,PR
ORD00265,2023-09-20,C007,P009,3,366.34,SC
ORD00266,2023-05-24,C011,P008,3,285.46,MG
ORD00267,2023-12-12,C011,P001,1,483.32,MT
ORD00268,2024-09-15,C036,P008,4,472.72,ES
ORD00269,2024-07-25,C020,P005,4,110.9,AM
ORD00270,2023-01-02,C016,P001,3,10.16,RN
ORD00271,2023-10-31,C005,P007,2,334.75,MT
ORD00272,2023-09-11,C024,P015,3,243.06,MG
ORD00273,2024-10-13,C030,P007,3,173.98,PA
ORD00274,2024-03-28,C030,P001,2,459.28,RS
ORD00275,2023-02-06,C039,P009,3,489.47,RJ
ORD00276,2023-06-09,C048,P001,4,465.98,RO
ORD00277,2023-01-09,C047,P012,4,255.1,SP
ORD00278,2023-08-21,C037,P007,2,354.64,AL
ORD00279,2023-04-09,C033,P009,4,94.07,RJ
ORD00280,2024-10-20,C020,P005,2,475.92,PR
ORD00281,2023-07-27,C022,P012,2,149.0,MA
ORD00282,2023-05-11,C041,P002,3,104.44,MT
ORD00283,2024-02-08,C021,P018,2,39.48,PE
ORD00284,2023-06-01,C037,P009,4,279.68,RO
ORD00285,2023-02-23,C027,P001,4,474.75,TO
ORD00286,2023-04-30,C038,P010,1,76.44,TO
ORD00287,2024-11-03,C035,P014,4,69.21,RJ
ORD00288,2024-09-19,C038,P014,3,143.57,PE
ORD00289,2024-08-09,C040,P007,2,336.04,PA
ORD00290,2024-09-16,C006,P012,4,278.43,RR
ORD00291,2024-02-24,C032,P006,1,57.14,PB
ORD00292,2024-02-26,C016,P013,1,226.73,CE
ORD00293,2023-04-14,C028,P008,2,42.8,MA
ORD00294,2023-09-11,C016,P002,4,427.43,SE
ORD00295,2023-08-15,C027,P010,4,62.48,RR
ORD00296,2023-04-22,C003,P006,1,240.94,DF
ORD00297,2024-05-24,C049,P016,4,260.13,PI
ORD00298,2024-04-17,C021,P010,4,269.76,AM
ORD00299,2023-04-09,C038,P015,2,308.49,RS
ORD00300,2023-06-02,C038,P020,4,353.78,SP
ORD00301,2023-12-04,C030,P010,4,12.14,PR
ORD00302,2024-12-06,C022,P011,1,25.15,MT
ORD00303,2023-06-12,C019,P002,3,309.66,MT
ORD00304,2024-12-20,C031,P010,4,99.25,ES
ORD00305,2024-11-11,C020,P012,2,417.6,ES
ORD00306,2023-06-10,C047,P011,1,317.48,MG
ORD00307,2024-08-02,C019,P015,1,490.4,SP
ORD00308,2024-02-02,C002,P004,2,366.72,DF
ORD00309,2023-10-04,C040,P005,3,54.45,MT
ORD00310,2024-05-18,C039,P001,4,93.78,CE
ORD00311,2024-01-27,C027,P001,4,32.81,GO
ORD00312,2023-05-15,C008,P010,2,373.18,BA
ORD00313,2023-07-14,C045,P004,1,72.14,RS
ORD00314,2024-02-05,C027,P013,2,335.25,RJ
ORD00315,2024-10-01,C015,P014,3,282.14,SP
ORD00316,2023-02-02,C012,P019,1,320.32,PI
ORD00317,2024-11-18,C047,P005,3,259.25,MA
ORD00318,2024-04-04,C014,P011,3,16.38,RJ
ORD00319,2024-04-14,C007,P008,1,134.08,AM
ORD00320,2024-01-10,C017,P001,3,443.64,PE
ORD00321,2023-01-22,C026,P005,1,465.34,AL
ORD00322,2024-10-31,C037,P018,3,57.63,BA
ORD00323,2023-02-07,C020,P013,3,476.79,CE
ORD00324,2023-08-18,C010,P005,1,338.56,CE
ORD00325,2023-12-31,C019,P007,3,462.05,AP
ORD00326,2024-07-16,C018,P012,3,206.57,AM
ORD00327,2024-03-13,C030,P002,4,59.86,PB
ORD00328,2023-10-10,C030,P013,3,158.2,TO
ORD00329,2023-01-27,C025,P014,2,347.94,GO
ORD00330,2023-08-14,C024,P006,3,399.66,AC
ORD00331,2023-10-04,C010,P016,2,34.56,PR
ORD00332,2024-08-31,C002,P010,1,248.61,SP
ORD00333,2023-10-11,C038,P011,1,41.54,ES
ORD00334,2024-04-25,C032,P001,4,433.17,AM
ORD00335,2024-03-28,C035,P015,1,243.41,AM
ORD00336,2024-10-20,C037,P016,2,458.26,RS
ORD00337,2024-05-30,C007,P010,1,48.5,MT
ORD00338,2024-06-30,C007,P010,1,171.93,SE
ORD00339,2023-07-11,C027,P003,3,341.5,PI
ORD00340,2023-02-18,C010,P011,2,153.86,RR
ORD00341,2024-05-26,C033,P011,2,422.36,PI
ORD00342,2023-01-17,C043,P016,2,493.55,RR
ORD00343,2023-06-21,C007,P006,1,147.8,MS
ORD00344,2023-08-08,C006,P009,2,186.93,BA
ORD00345,2023-06-07,C006,P001,1,484.0,DF
ORD00346,2024-04-21,C013,P006,1,185.45,PB
ORD00347,2023-02-15,C048,P018,4,282.43,PE
ORD00348,2024-01-08,C013,P013,4,386.93,PR
ORD00349,2024-06-01,C002,P002,1,224.79,GO
ORD00350,2023-04-09,C019,P019,1,192.58,MG
ORD00351,2023-02-06,C019,P002,3,252.84,AM
ORD00352,2023-10-07,C050,P004,4,391.96,SE
ORD00353,2023-12-15,C038,P004,2,162.96,MT
ORD00354,2024-05-11,C002,P010,4,181.9,PA
ORD00355,2023-10-29,C026,P017,4,102.68,PB
ORD00356,2023-06-30,C006,P016,4,353.79,ES
ORD00357,2024-08-29,C020,P008,2,450.73,CE
ORD00358,2023-04-09,C023,P006,1,101.01,AM
ORD00359,2024-11-30,C015,P002,4,26.95,SE
ORD00360,2023-04-26,C006,P015,4,196.82,SC
ORD00361,2023-07-10,C028,P011,1,210.98,SP
ORD00362,2023-09-10,C035,P016,1,326.47,RS
ORD00363,2023-06-10,C011,P004,3,51.94,MA
ORD00364,2023-09-13,C008,P011,4,412.53,SC
ORD00365,2023-11-19,C050,P014,1,291.25,RN
ORD00366,2023-05-08,C049,P008,2,277.53,MA
ORD00367,2023-01-18,C024,P006,2,165.02,RN
ORD00368,2025-01-04,C021,P019,3,188.98,SP
ORD00369,2024-07-19,C049,P004,4,37.16,DF
ORD00370,2024-07-23,C036,P004,1,379.34,BA
ORD00371,2023-11-19,C007,P006,2,306.32,DF
ORD00372,2024-11-16,C005,P011,3,488.45,PB
ORD00373,2024-09-17,C029,P001,4,183.25,PE
ORD00374,2023-10-15,C016,P002,2,336.46,TO
ORD00375,2024-10-24,C006,P009,3,460.58,PI
ORD00376,2024-09-30,C014,P016,1,358.72,RN
ORD00377,2023-06-04,C002,P006,2,29.75,SE
ORD00378,2024-05-04,C025,P009,4,319.8,AL
ORD00379,2024-01-21,C031,P019,2,277.24,MG
ORD00380,2023-04-14,C050,P005,1,254.66,RO
ORD00381,2024-01-28,C050,P010,1,280.99,PI
ORD00382,2023-09-03,C013,P007,3,235.68,ES
ORD00383,2023-06-25,C018,P002,1,349.0,MT
ORD00384,2023-02-08,C017,P020,4,17.31,RR
ORD00385,2024-04-21,C045,P004,4,102.39,RS
ORD00386,2024-11-12,C028,P008,2,189.04,SE
ORD00387,2024-06-21,C012,P003,2,231.81,TO
ORD00388,2024-02-12,C035,P002,1,73.94,MS
ORD00389,2024-06-08,C022,P009,1,411.87,PE
ORD00390,2024-05-20,C039,P011,1,465.4,TO
ORD00391,2023-02-05,C001,P004,1,378.1,SC
ORD00392,2024-11-15,C037,P009,2,465.12,AM
ORD00393,2023-01-20,C021,P006,4,374.18,RN
ORD00394,2023-11-17,C001,P001,3,226.12,AM
ORD00395,2024-05-26,C004,P003,2,202.64,PE
ORD00396,2024-02-04,C032,P007,2,91.54,MA
ORD00397,2024-10-15,C001,P009,4,52.36,SE
ORD00398,2024-04-15,C013,P008,3,117.61,PR
ORD00399,2023-05-23,C046,P013,4,270.75,PB
ORD00400,2023-04-02,C047,P018,1,76.12,AL
ORD00401,2023-12-20,C017,P019,3,476.07,PA
ORD00402,2024-12-27,C012,P009,2,117.07,TO
ORD00403,2023-02-20,C007,P020,1,418.48,RR
ORD00404,2024-10-26,C003,P006,1,411.22,PE
ORD00405,2024-11-28,C050,P012,1,79.19,RS
ORD00406,2024-07-28,C026,P004,1,358.26,SP
ORD00407,2023-07-09,C031,P009,1,413.82,ES
ORD00408,2023-05-05,C036,P010,1,443.3,ES
ORD00409,2023-05-30,C026,P003,3,477.45,PA
ORD00410,2023-11-10,C003,P017,1,465.75,BA
ORD00411,2024-07-23,C044,P007,3,162.46,RN
ORD00412,2023-12-08,C028,P008,3,141.15,MA
ORD00413,2023-11-01,C044,P011,4,204.79,PI
ORD00414,2024-11-22,C017,P013,4,237.85,AC
ORD00415,2024-11-12,C038,P003,3,124.6,AL
ORD00416,2023-02-23,C047,P019,1,52.18,DF
ORD00417,2024-03-19,C030,P014,4,331.73,CE
ORD00418,2024-09-04,C002,P016,1,95.38,DF
ORD00419,2023-09-21,C008,P015,1,458.3,PB
ORD00420,2023-02-22,C014,P002,4,150.97,MA
ORD00421,2024-07-25,C037,P006,4,106.87,PA
ORD00422,2024-09-11,C035,P007,4,105.14,AP
ORD00423,2023-01-05,C042,P009,1,151.84,RS
ORD00424,2023-04-13,C039,P009,2,309.96,AP
ORD00425,2023-07-15,C011,P017,2,489.38,GO
ORD00426,2023-12-16,C015,P003,4,248.27,ES
ORD00427,2023-02-16,C002,P004,1,303.84,DF
ORD00428,2024-10-17,C037,P002,2,422.87,RO
ORD00429,2023-09-26,C043,P001,4,173.68,PA
ORD00430,2024-01-05,C032,P010,1,98.14,AM
ORD00431,2024-09-27,C040,P003,1,222.48,RN
ORD00432,2023-04-16,C013,P010,1,166.16,PI
ORD00433,2024-10-31,C043,P009,1,434.4,TO
ORD00434,2024-10-20,C017,P017,1,489.19,PB
ORD00435,2024-10-18,C015,P015,1,347.28,CE
ORD00436,2023-04-30,C033,P003,1,330.34,CE
ORD00437,2024-08-26,C016,P003,4,359.97,SE
ORD00438,2023-02-27,C013,P004,4,239.16,AL
ORD00439,2023-12-12,C022,P004,3,318.11,RR
ORD00440,2024-04-18,C023,P017,4,44.92,SE
ORD00441,2023-04-27,C036,P006,4,251.79,PB
ORD00442,2023-05-07,C043,P011,3,172.86,RN
ORD00443,2024-01-28,C050,P012,4,36.06,CE
ORD00444,2024-10-02,C050,P007,2,276.94,MT
ORD00445,2023-02-27,C010,P013,2,186.53,PR
ORD00446,2024-09-25,C017,P006,4,299.4,PR
ORD00447,2024-05-27,C030,P003,4,261.46,MS
ORD00448,2023-04-06,C013,P014,4,145.35,CE
ORD00449,2024-09-29,C030,P014,4,274.59,DF
ORD00450,2023-04-28,C046,P010,3,195.6,MS
ORD00451,2024-07-13,C030,P005,3,461.35,RJ
ORD00452,2024-08-23,C007,P002,4,194.06,BA
ORD00453,2024-05-02,C010,P006,4,29.67,RS
ORD00454,2023-08-25,C035,P011,3,384.15,AM
ORD00455,2023-09-29,C002,P018,2,482.2,SE
ORD00456,2023-07-08,C030,P011,1,93.0,SE
ORD00457,2024-12-04,C019,P015,4,486.66,PA
ORD00458,2024-03-22,C039,P003,2,312.42,MA
ORD00459,2024-08-03,C037,P002,1,425.22,TO
ORD00460,2023-09-04,C003,P007,1,241.72,DF
ORD00461,2023-03-17,C025,P005,2,315.04,BA
ORD00462,2023-06-03,C034,P013,4,422.12,AP
ORD00463,2024-10-17,C022,P008,1,491.57,RN
ORD00464,2024-03-10,C038,P009,4,100.55,AL
ORD00465,2023-03-27,C014,P008,4,450.39,AP
ORD00466,2024-11-27,C039,P010,2,336.96,BA
ORD00467,2023-10-12,C002,P002,3,473.96,PB
ORD00468,2023-08-08,C032,P010,4,165.87,AC
ORD00469,2023-03-10,C043,P011,3,128.87,PR
ORD00470,2023-02-16,C003,P011,2,189.11,RN
ORD00471,2023-04-04,C041,P005,2,443.4,RS
ORD00472,2024-03-28,C008,P014,2,235.22,PB
ORD00473,2023-07-23,C026,P003,2,476.22,RS
ORD00474,2023-08-06,C032,P020,1,128.75,SC
ORD00475,2024-04-18,C011,P002,3,118.07,AP
ORD00476,2024-03-07,C050,P018,2,342.42,GO
ORD00477,2023-12-07,C001,P001,2,152.92,AM
ORD00478,2024-07-04,C015,P001,4,73.29,TO
ORD00479,2024-09-03,C004,P017,3,194.21,MG
ORD00480,2023-10-16,C004,P006,2,140.42,MA
ORD00481,2023-09-11,C028,P013,3,212.36,PA
ORD00482,2025-01-03,C010,P001,3,101.39,PB
ORD00483,2023-12-23,C011,P006,2,478.92,MG
ORD00484,2023-01-23,C050,P008,1,402.81,RS
ORD00485,2024-06-05,C023,P013,2,422.04,AL
ORD00486,2023-04-10,C047,P002,1,155.92,PI
ORD00487,2023-06-29,C003,P008,2,429.81,MT
ORD00488,2023-08-11,C039,P001,1,299.48,GO
ORD00489,2024-10-20,C039,P013,4,37.8,GO
ORD00490,2024-03-17,C017,P001,3,85.1,PB
ORD00491,2024-08-30,C022,P010,3,228.52,MG
ORD00492,2023-11-21,C027,P005,2,202.95,PI
ORD00493,2024-05-30,C016,P020,2,399.69,AC
ORD00494,2023-01-16,C016,P013,1,438.1,PE
ORD00495,2023-12-02,C040,P005,1,433.82,MS
ORD00496,2023-09-15,C003,P010,1,193.89,SP
